Entry ID,Date,Transaction Type,Account Debited,Account Credited,Amount,Narration
1889,2026-06-07,Sales,Accounts Receivable,Sales Revenue,17153.16,Credit sale to customer ABC Pvt. Ltd.
1890,2026-06-08,Payroll,Salaries Expense,Bank Account,4621.68,Salary paid to employees
1891,2026-06-09,Purchase,Inventory,Accounts Payable,11904.89,Raw materials purchased from supplier ABC Pvt. Ltd.
1892,2026-06-10,Loan Repayment,Loan Payable,Bank Account,9715.69,Loan repayment to bank
1893,2026-06-11,Interest Income,Bank Account,Interest Income,19729.08,Interest received from bank
1894,2026-06-12,Depreciation,Depreciation Expense,Accumulated Depreciation,1850.45,Monthly depreciation for asset
1895,2026-06-13,Interest Income,Bank Account,Interest Income,2389.99,Interest received from bank
1896,2026-06-14,Cash Sale,Cash Account,Sales Revenue,7336.85,Cash sale to customer
1897,2026-06-15,Depreciation,Depreciation Expense,Accumulated Depreciation,4876.13,Monthly depreciation for asset
1898,2026-06-16,Depreciation,Depreciation Expense,Accumulated Depreciation,18700.39,Monthly depreciation for asset
1899,2026-06-17,Cash Sale,Cash Account,Sales Revenue,7286.73,Cash sale to customer
1900,2026-06-18,Payroll,Salaries Expense,Bank Account,9233.1,Salary paid to employees
1901,2026-06-19,Payroll,Salaries Expense,Bank Account,5918.47,Salary paid to employees
1902,2026-06-20,Interest Income,Bank Account,Interest Income,9961.53,Interest received from bank
1903,2026-06-21,Cash Sale,Cash Account,Sales Revenue,18496.23,Cash sale to customer
1904,2026-06-22,Cash Sale,Cash Account,Sales Revenue,1411.32,Cash sale to customer
1905,2026-06-23,Loan Repayment,Loan Payable,Bank Account,13104.02,Loan repayment to bank
1906,2026-06-24,Depreciation,Depreciation Expense,Accumulated Depreciation,2427.2,Monthly depreciation for asset
1907,2026-06-25,Loan Repayment,Loan Payable,Bank Account,1174.57,Loan repayment to bank
1908,2026-06-26,Sales,Accounts Receivable,Sales Revenue,1039.42,Credit sale to customer Global Suppliers
1909,2026-06-27,Rent,Rent Expense,Bank Account,19355.08,Monthly rent paid for office space
1910,2026-06-28,Purchase,Inventory,Accounts Payable,14486.25,Raw materials purchased from supplier Unity Inc.
1911,2026-06-29,Loan Repayment,Loan Payable,Bank Account,19713.84,Loan repayment to bank
1912,2026-06-30,Payroll,Salaries Expense,Bank Account,18068.2,Salary paid to employees
1913,2026-07-01,Purchase,Inventory,Accounts Payable,3367.66,Raw materials purchased from supplier ABC Pvt. Ltd.
1914,2026-07-02,Purchase,Inventory,Accounts Payable,6818.05,Raw materials purchased from supplier Nova Enterprises
1915,2026-07-03,Purchase,Inventory,Accounts Payable,18076.03,Raw materials purchased from supplier ABC Pvt. Ltd.
1916,2026-07-04,Depreciation,Depreciation Expense,Accumulated Depreciation,18936.46,Monthly depreciation for asset
1917,2026-07-05,Rent,Rent Expense,Bank Account,17162.17,Monthly rent paid for office space
1918,2026-07-06,Loan Repayment,Loan Payable,Bank Account,13028.4,Loan repayment to bank
1919,2026-07-07,Cash Sale,Cash Account,Sales Revenue,18057.59,Cash sale to customer
1920,2026-07-08,Purchase,Inventory,Accounts Payable,2888.69,Raw materials purchased from supplier Unity Inc.
1921,2026-07-09,Rent,Rent Expense,Bank Account,18470.6,Monthly rent paid for office space
1922,2026-07-10,Purchase,Inventory,Accounts Payable,5804.01,Raw materials purchased from supplier XYZ Corp.
1923,2026-07-11,Cash Sale,Cash Account,Sales Revenue,15920.82,Cash sale to customer
1924,2026-07-12,Payroll,Salaries Expense,Bank Account,8634.66,Salary paid to employees
1925,2026-07-13,Rent,Rent Expense,Bank Account,18794.58,Monthly rent paid for office space
1926,2026-07-14,Purchase,Inventory,Accounts Payable,10011.77,Raw materials purchased from supplier Unity Inc.
1927,2026-07-15,Interest Income,Bank Account,Interest Income,4172.24,Interest received from bank
1928,2026-07-16,Rent,Rent Expense,Bank Account,12627.12,Monthly rent paid for office space
1929,2026-07-17,Interest Income,Bank Account,Interest Income,5093.52,Interest received from bank
1930,2026-07-18,Loan Repayment,Loan Payable,Bank Account,13241.13,Loan repayment to bank
1931,2026-07-19,Rent,Rent Expense,Bank Account,10478.72,Monthly rent paid for office space
1932,2026-07-20,Interest Income,Bank Account,Interest Income,2530.73,Interest received from bank
1933,2026-07-21,Loan Repayment,Loan Payable,Bank Account,14083.02,Loan repayment to bank
1934,2026-07-22,Loan Repayment,Loan Payable,Bank Account,17658.63,Loan repayment to bank
1935,2026-07-23,Sales,Accounts Receivable,Sales Revenue,13465.66,Credit sale to customer Nova Enterprises
1936,2026-07-24,Purchase,Inventory,Accounts Payable,16842.94,Raw materials purchased from supplier BrightTech
1937,2026-07-25,Depreciation,Depreciation Expense,Accumulated Depreciation,12013.27,Monthly depreciation for asset
1938,2026-07-26,Interest Income,Bank Account,Interest Income,7287.04,Interest received from bank
1939,2026-07-27,Loan Repayment,Loan Payable,Bank Account,7363.33,Loan repayment to bank
1940,2026-07-28,Rent,Rent Expense,Bank Account,7428.86,Monthly rent paid for office space
1941,2026-07-29,Payroll,Salaries Expense,Bank Account,18469.44,Salary paid to employees
1942,2026-07-30,Sales,Accounts Receivable,Sales Revenue,13871.88,Credit sale to customer ABC Pvt. Ltd.
1943,2026-07-31,Purchase,Inventory,Accounts Payable,1487.05,Raw materials purchased from supplier ABC Pvt. Ltd.
1944,2026-08-01,Cash Sale,Cash Account,Sales Revenue,7042.21,Cash sale to customer
1945,2026-08-02,Loan Repayment,Loan Payable,Bank Account,5448.2,Loan repayment to bank
1946,2026-08-03,Rent,Rent Expense,Bank Account,2248.39,Monthly rent paid for office space
1947,2026-08-04,Loan Repayment,Loan Payable,Bank Account,1494.12,Loan repayment to bank
1948,2026-08-05,Purchase,Inventory,Accounts Payable,4059.12,Raw materials purchased from supplier ABC Pvt. Ltd.
1949,2026-08-06,Depreciation,Depreciation Expense,Accumulated Depreciation,8805.09,Monthly depreciation for asset
1950,2026-08-07,Depreciation,Depreciation Expense,Accumulated Depreciation,17940.06,Monthly depreciation for asset
1951,2026-08-08,Depreciation,Depreciation Expense,Accumulated Depreciation,6758.06,Monthly depreciation for asset
1952,2026-08-09,Cash Sale,Cash Account,Sales Revenue,5220.66,Cash sale to customer
1953,2026-08-10,Payroll,Salaries Expense,Bank Account,2838.53,Salary paid to employees
1954,2026-08-11,Loan Repayment,Loan Payable,Bank Account,18353.79,Loan repayment to bank
1955,2026-08-12,Depreciation,Depreciation Expense,Accumulated Depreciation,17375.7,Monthly depreciation for asset
1956,2026-08-13,Depreciation,Depreciation Expense,Accumulated Depreciation,15410.55,Monthly depreciation for asset
1957,2026-08-14,Payroll,Salaries Expense,Bank Account,3322.83,Salary paid to employees
1958,2026-08-15,Interest Income,Bank Account,Interest Income,6536.84,Interest received from bank
1959,2026-08-16,Depreciation,Depreciation Expense,Accumulated Depreciation,19180.47,Monthly depreciation for asset
1960,2026-08-17,Cash Sale,Cash Account,Sales Revenue,12823.08,Cash sale to customer
1961,2026-08-18,Cash Sale,Cash Account,Sales Revenue,3394.32,Cash sale to customer
1962,2026-08-19,Interest Income,Bank Account,Interest Income,5061.44,Interest received from bank
1963,2026-08-20,Rent,Rent Expense,Bank Account,18920.28,Monthly rent paid for office space
1964,2026-08-21,Interest Income,Bank Account,Interest Income,15907.51,Interest received from bank
1965,2026-08-22,Sales,Accounts Receivable,Sales Revenue,11509.86,Credit sale to customer Unity Inc.
1966,2026-08-23,Purchase,Inventory,Accounts Payable,2699.25,Raw materials purchased from supplier BrightTech
1967,2026-08-24,Payroll,Salaries Expense,Bank Account,17425.49,Salary paid to employees
1968,2026-08-25,Sales,Accounts Receivable,Sales Revenue,4415.09,Credit sale to customer Unity Inc.
1969,2026-08-26,Cash Sale,Cash Account,Sales Revenue,13724.52,Cash sale to customer
1970,2026-08-27,Cash Sale,Cash Account,Sales Revenue,18208.17,Cash sale to customer
1971,2026-08-28,Depreciation,Depreciation Expense,Accumulated Depreciation,4314.29,Monthly depreciation for asset
1972,2026-08-29,Interest Income,Bank Account,Interest Income,17759.17,Interest received from bank
1973,2026-08-30,Rent,Rent Expense,Bank Account,6707.48,Monthly rent paid for office space
1974,2026-08-31,Cash Sale,Cash Account,Sales Revenue,5635.29,Cash sale to customer
1975,2026-09-01,Sales,Accounts Receivable,Sales Revenue,13217.86,Credit sale to customer Global Suppliers
1976,2026-09-02,Rent,Rent Expense,Bank Account,15755.77,Monthly rent paid for office space
1977,2026-09-03,Cash Sale,Cash Account,Sales Revenue,8490.57,Cash sale to customer
1978,2026-09-04,Interest Income,Bank Account,Interest Income,5733.07,Interest received from bank
1979,2026-09-05,Sales,Accounts Receivable,Sales Revenue,4202.75,Credit sale to customer BrightTech
1980,2026-09-06,Purchase,Inventory,Accounts Payable,11308.13,Raw materials purchased from supplier Unity Inc.
1981,2026-09-07,Depreciation,Depreciation Expense,Accumulated Depreciation,13189.43,Monthly depreciation for asset
1982,2026-09-08,Rent,Rent Expense,Bank Account,12747.73,Monthly rent paid for office space
1983,2026-09-09,Cash Sale,Cash Account,Sales Revenue,19292.68,Cash sale to customer
1984,2026-09-10,Cash Sale,Cash Account,Sales Revenue,15749.12,Cash sale to customer
1985,2026-09-11,Loan Repayment,Loan Payable,Bank Account,2755.53,Loan repayment to bank
1986,2026-09-12,Payroll,Salaries Expense,Bank Account,7537.13,Salary paid to employees
1987,2026-09-13,Interest Income,Bank Account,Interest Income,15148.7,Interest received from bank
1988,2026-09-14,Loan Repayment,Loan Payable,Bank Account,9107.2,Loan repayment to bank
1989,2026-09-15,Rent,Rent Expense,Bank Account,5852.24,Monthly rent paid for office space
1990,2026-09-16,Depreciation,Depreciation Expense,Accumulated Depreciation,12101.44,Monthly depreciation for asset
1991,2026-09-17,Sales,Accounts Receivable,Sales Revenue,18718.34,Credit sale to customer Unity Inc.
1992,2026-09-18,Cash Sale,Cash Account,Sales Revenue,4519.21,Cash sale to customer
1993,2026-09-19,Sales,Accounts Receivable,Sales Revenue,3370.18,Credit sale to customer Unity Inc.
1994,2026-09-20,Interest Income,Bank Account,Interest Income,14022.09,Interest received from bank
1995,2026-09-21,Interest Income,Bank Account,Interest Income,3814.47,Interest received from bank
1996,2026-09-22,Sales,Accounts Receivable,Sales Revenue,2263.76,Credit sale to customer ABC Pvt. Ltd.
1997,2026-09-23,Rent,Rent Expense,Bank Account,6924.66,Monthly rent paid for office space
1998,2026-09-24,Sales,Accounts Receivable,Sales Revenue,17799.91,Credit sale to customer XYZ Corp.
1999,2026-09-25,Loan Repayment,Loan Payable,Bank Account,18815.83,Loan repayment to bank
2000,2026-09-26,Rent,Rent Expense,Bank Account,18824.25,Monthly rent paid for office space
